"brand_name","name","part_num","upc_num","category","price","discount_percentage","final_price"
"TELEDYNAMICS","TELEDYNAMICS International Connectors & Cable INSERT-GR IC107BN0GY - BlankModConnect 10PK GRAY","SPM14137512119","633758004367","TVs & Electronics_Cables_Adapters","21.41","45","11.70"
"Leviton Manufacturing Co Inc","Leviton Manufacturing Co Inc Leviton LEV41084-BW Quickport Snap in Blank - White","A112010089","724086220748","TVs & Electronics_Televisions_Portable TVs","18.08","43","10.29"
"EZGeneration","EZGeneration Quickport Snap in Blank - White","A112013125","752516184575","TVs & Electronics_Televisions_Portable TVs","17.20","42","9.94"
"Sf Cable","Sf Cable 100 ft 3.5mm M/F Stereo Audio Extension Cable","SPM5939478907","848034026456","TVs & Electronics_Cables_Speaker Cables & Wire","6.50","","6.50"
"Unique Bargains","Unique Bargains 3.5mm Stereo Male Jack Solder Audio Video Cable Power Adapter Zinc Alloy 4Pcs","A057935147","784958065099","TVs & Electronics_Cables_Audio Cables","6.07","4","5.78"
"Sf Cable","Sf Cable BNC - BNC RG59/U Cable (6 ft)","SPM5937038507","","TVs & Electronics_Cables_Coaxial Cables","2.25","","2.25"
"Sf Cable","Sf Cable 6 inches USB 2.0 Extension Cable Type A Male to Type A Female","SPM5924103507","848034021826","TVs & Electronics_Cables_USB Cables","1.15","","1.15"
"TELEDYNAMICS","TELEDYNAMICS International Connectors & Cable INSERT-GR IC107BN0GY - BlankModConnect 10PK GRAY","SPM14137512119","633758004367","TVs & Electronics_Cables_Adapters","21.41","45","11.70"
"Leviton Manufacturing Co Inc","Leviton Manufacturing Co Inc Leviton LEV41084-BW Quickport Snap in Blank - White","A112010089","724086220748","TVs & Electronics_Televisions_Portable TVs","18.08","43","10.29"
"EZGeneration","EZGeneration Quickport Snap in Blank - White","A112013125","752516184575","TVs & Electronics_Televisions_Portable TVs","17.20","42","9.94"
"Sf Cable","Sf Cable 100 ft 3.5mm M/F Stereo Audio Extension Cable","SPM5939478907","848034026456","TVs & Electronics_Cables_Speaker Cables & Wire","6.50","","6.50"
"Unique Bargains","Unique Bargains 3.5mm Stereo Male Jack Solder Audio Video Cable Power Adapter Zinc Alloy 4Pcs","A057935147","784958065099","TVs & Electronics_Cables_Audio Cables","6.07","4","5.78"
"Sf Cable","Sf Cable BNC - BNC RG59/U Cable (6 ft)","SPM5937038507","","TVs & Electronics_Cables_Coaxial Cables","2.25","","2.25"
"Sf Cable","Sf Cable 6 inches USB 2.0 Extension Cable Type A Male to Type A Female","SPM5924103507","848034021826","TVs & Electronics_Cables_USB Cables","1.15","","1.15"
